comp	P1	P2	P3	P4	Dstat	ABBA	BABA	se	Zscore	abs.z
4	c_lp_sm_0185	c_lp_sm_0276	c_ll_ki_0091	cat_autosomes	0.0140877333639	26562	25824	0.0219194574428	0.6427044738978	0.6427044738978
4	c_lp_sm_0185	c_lp_sm_0276	c_ll_vl_0112	cat_autosomes	0.0176576014961	32649	31516	0.020093944801	0.878752364006755	0.878752364006755
4	c_lp_sm_0185	c_lp_sm_0276	c_ll_vl_0113	cat_autosomes	0.0199118295371	27762	26678	0.0212817608372	0.935628855592372	0.935628855592372
4	c_lp_sm_0185	c_lp_sm_0276	c_ll_ya_0138	cat_autosomes	0.0150561496815	26529	25742	0.022065998643	0.682323511620276	0.682323511620276
4	c_lp_sm_0185	c_lp_sm_0276	c_ll_ya_0146	cat_autosomes	0.0184860129355	32203	31034	0.019404040571	0.952688841680117	0.952688841680117
4	c_lp_sm_0185	c_lp_sm_0298	a_ll_pv_0223	cat_autosomes	0.00474793278208	37668	37312	0.0182610011479	0.260003969312822	0.260003969312822
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_ba_0227	cat_autosomes	0.00946462609769	45809	44950	0.0170790005493	0.55416744500766	0.55416744500766
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_ba_0229	cat_autosomes	0.00616928518549	48928	48328	0.0164834065791	0.374272463394326	0.374272463394326
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_ca_0241	cat_autosomes	0.0042705634715	49619	49197	0.0163113210853	0.261815916023423	0.261815916023423
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_ca_0242	cat_autosomes	0.00309428467419	49599	49293	0.0163422990606	0.189342066420145	0.189342066420145
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_cr_0205	cat_autosomes	0.00776239404398	38104	37517	0.0201019670446	0.38615096854739	0.38615096854739
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_ki_0090	cat_autosomes	0.00671073617478	50180	49511	0.016141729882	0.41573835170314	0.41573835170314
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_ki_0091	cat_autosomes	0.00821333045146	37317	36709	0.0187818209878	0.43730213682662	0.43730213682662
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_vl_0112	cat_autosomes	0.00805786927053	51980	51149	0.0160281546997	0.502732187297944	0.502732187297944
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_vl_0113	cat_autosomes	0.00791663505071	39850	39224	0.0178241667276	0.444151761577242	0.444151761577242
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_ya_0138	cat_autosomes	0.00625262786692	37095	36634	0.0190392292854	0.328407614257514	0.328407614257514
4	c_lp_sm_0185	c_lp_sm_0298	c_ll_ya_0146	cat_autosomes	0.0118564462571	50736	49547	0.0152200861435	0.778999944239048	0.778999944239048
4	c_lp_sm_0185	c_lp_sm_0320	a_ll_pv_0223	cat_autosomes	0.0116432463436	26457	25848	0.0221746016731	0.525071273669119	0.525071273669119
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_ba_0227	cat_autosomes	0.0172062197298	31924	30844	0.0204811457257	0.840100449468968	0.840100449468968
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_ba_0229	cat_autosomes	0.0139399746546	32804	31902	0.0207003200489	0.673418315353089	0.673418315353089
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_ca_0241	cat_autosomes	0.0116364527193	33036	32276	0.0202374674621	0.574995499861449	0.574995499861449
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_ca_0242	cat_autosomes	0.011992548917	32868	32089	0.021191075285	0.56592451094206	0.56592451094206
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_cr_0205	cat_autosomes	0.0148902679525	28047	27224	0.0232387141276	0.640752662593118	0.640752662593118
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_ki_0090	cat_autosomes	0.0097040124114	33192	32554	0.0209378476445	0.46346752427292	0.46346752427292
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_ki_0091	cat_autosomes	0.00626327944573	27232	26893	0.0214502440089	0.291991058149794	0.291991058149794
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_vl_0112	cat_autosomes	0.0175945575774	33805	32636	0.0207193257135	0.849185819108775	0.849185819108775
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_vl_0113	cat_autosomes	0.0191626267078	28906	27819	0.0215219972976	0.890373994700617	0.890373994700617
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_ya_0138	cat_autosomes	0.0116815076735	27324	26693	0.0220312148055	0.530225308800664	0.530225308800664
4	c_lp_sm_0185	c_lp_sm_0320	c_ll_ya_0146	cat_autosomes	0.0144771953501	33075	32131	0.020002247958	0.723778416330939	0.723778416330939
4	c_lp_sm_0185	c_lp_sm_0325	a_ll_pv_0223	cat_autosomes	0.00335937344704	25238	25069	0.0185292726832	0.181300880205938	0.181300880205938
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_ba_0227	cat_autosomes	0.0138021743836	30446	29617	0.0177474922151	0.777697165115913	0.777697165115913
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_ba_0229	cat_autosomes	0.00611517175726	31178	30799	0.0173487160081	0.352485553075217	0.352485553075217
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_ca_0241	cat_autosomes	0.00901016655156	31412	30851	0.0168081583044	0.536059120123907	0.536059120123907
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_ca_0242	cat_autosomes	0.00677725424385	31196	30776	0.0173320517526	0.391024348449302	0.391024348449302
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_cr_0205	cat_autosomes	0.00872580614764	26762	26299	0.0191568700971	0.455492264833018	0.455492264833018
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_ki_0090	cat_autosomes	0.000159469286215	31359	31349	0.017588343869	0.009066759633695	0.009066759633695
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_ki_0091	cat_autosomes	0.00243822834872	26107	25980	0.0179012457934	0.13620439475888	0.13620439475888
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_vl_0112	cat_autosomes	0.0106604428184	32044	31368	0.0167323784273	0.637114613724416	0.637114613724416
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_vl_0113	cat_autosomes	0.0122014155116	27459	26797	0.0177441821068	0.687629074034589	0.687629074034589
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_ya_0138	cat_autosomes	0.00206775271996	25927	25820	0.0184219252033	0.112244116569836	0.112244116569836
4	c_lp_sm_0185	c_lp_sm_0325	c_ll_ya_0146	cat_autosomes	0.00907824583313	31512	30945	0.0163188910502	0.556302864281868	0.556302864281868
4	c_lp_sm_0185	c_lp_sm_0359	a_ll_pv_0223	cat_autosomes	-0.00977367738215	34346	35024	0.0184994752707	-0.52832187070894	0.52832187070894
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_ba_0227	cat_autosomes	-0.0130744087675	41064	42152	0.0174326628487	-0.749994930836111	0.749994930836111
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_ba_0229	cat_autosomes	-0.0177927927928	43610	45190	0.017139753389	-1.03810086347095	1.03810086347095
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_ca_0241	cat_autosomes	-0.0179793193543	44351	45975	0.0165185573089	-1.08843157535392	1.08843157535392
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_ca_0242	cat_autosomes	-0.0184595233602	44213	45876	0.0165366300246	-1.11628084638403	1.11628084638403
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_cr_0205	cat_autosomes	-0.0141838885941	34369	35358	0.0192759025504	-0.735835251138768	0.735835251138768
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_ki_0090	cat_autosomes	-0.0136197712761	44721	45956	0.0159431082508	-0.85427327355797	0.85427327355797
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_ki_0091	cat_autosomes	-0.0202064380686	33603	34989	0.019110329962	-1.05735683835808	1.05735683835808
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_vl_0112	cat_autosomes	-0.0112967281013	46430	47491	0.0159640061373	-0.707637419087752	0.707637419087752
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_vl_0113	cat_autosomes	-0.00985628544684	35964	36680	0.0182967815166	-0.538689574332937	0.538689574332937
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_ya_0138	cat_autosomes	-0.0190145284485	33457	34754	0.0190410471849	-0.998607285820864	0.998607285820864
4	c_lp_sm_0185	c_lp_sm_0359	c_ll_ya_0146	cat_autosomes	-0.013727030684	45193	46451	0.0160431900027	-0.855629752043689	0.855629752043689
4	c_lp_sm_0185	c_lp_sm_0450	a_ll_pv_0223	cat_autosomes	0.00882621000624	21031	20663	0.0180902994695	0.487897396122207	0.487897396122207
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_ba_0227	cat_autosomes	0.0136523519008	25504	24817	0.0171246794045	0.797232554158792	0.797232554158792
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_ba_0229	cat_autosomes	0.0120944519102	26360	25730	0.0169808473028	0.712240778951338	0.712240778951338
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_ca_0241	cat_autosomes	0.0128136679124	26558	25886	0.0160820067634	0.796770459117192	0.796770459117192
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_ca_0242	cat_autosomes	0.00948527587457	26447	25950	0.0161575622103	0.587048699000113	0.587048699000113
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_cr_0205	cat_autosomes	0.0076149034539	22230	21894	0.0181761406475	0.418950513289925	0.418950513289925
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_ki_0090	cat_autosomes	0.00446453800509	26661	26424	0.0168661126993	0.26470462309168	0.26470462309168
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_ki_0091	cat_autosomes	0.00548954207491	21705	21468	0.0183461155313	0.299220947646622	0.299220947646622
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_vl_0112	cat_autosomes	0.00867257298793	26983	26519	0.0160470776669	0.54044562928855	0.54044562928855
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_vl_0113	cat_autosomes	0.0122234256537	22897	22344	0.0169550017954	0.720933315207097	0.720933315207097
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_ya_0138	cat_autosomes	0.006779346211	21682	21390	0.0181903786078	0.372688571094008	0.372688571094008
4	c_lp_sm_0185	c_lp_sm_0450	c_ll_ya_0146	cat_autosomes	0.00505998066974	26517	26250	0.0165303891562	0.306101727063223	0.306101727063223
4	c_lp_sm_0186	c_lp_sm_0206	a_ll_pv_0223	cat_autosomes	0.0233665080052	26015	24827	0.0206873011348	1.1295097341573	1.1295097341573
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_ba_0227	cat_autosomes	0.0253371208411	31403	29851	0.018918652559	1.33926667145471	1.33926667145471
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_ba_0229	cat_autosomes	0.0310223900728	32487	30532	0.0186408185494	1.66421823111403	1.66421823111403
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_ca_0241	cat_autosomes	0.02596604077	32538	30891	0.0185795867574	1.39755749732475	1.39755749732475
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_ca_0242	cat_autosomes	0.0220951719128	32358	30959	0.0181191460178	1.21943781959117	1.21943781959117
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_cr_0205	cat_autosomes	0.0204233473457	27430	26332	0.0191217314987	1.06806997823856	1.06806997823856
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_ki_0090	cat_autosomes	0.0223409573803	32719	31289	0.0193243635794	1.15610313832616	1.15610313832616
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_ki_0091	cat_autosomes	0.0280079045375	27051	25577	0.0202392942022	1.38383800629053	1.38383800629053
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_vl_0112	cat_autosomes	0.019180874722	32997	31755	0.0186876638579	1.02639232318445	1.02639232318445
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_vl_0113	cat_autosomes	0.0222238335206	28196	26970	0.0200290224202	1.10958153894653	1.10958153894653
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_ya_0138	cat_autosomes	0.0213410019676	26992	25864	0.0202364053416	1.05458462643705	1.05458462643705
4	c_lp_sm_0186	c_lp_sm_0206	c_ll_ya_0146	cat_autosomes	0.0176115423822	32444	31321	0.0183305771511	0.960774024572551	0.960774024572551
4	c_lp_sm_0186	c_lp_sm_0208	a_ll_pv_0223	cat_autosomes	0.00344989807119	25596	25420	0.018787536458	0.183626952841972	0.183626952841972
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_ba_0227	cat_autosomes	0.00283388209085	30610	30437	0.0183141535873	0.154737267946424	0.154737267946424
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_ba_0229	cat_autosomes	0.00569356531696	31618	31260	0.0179834814404	0.316599727134556	0.316599727134556
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_ca_0241	cat_autosomes	0.00882297134906	31901	31343	0.0187937216058	0.469463767428433	0.469463767428433
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_ca_0242	cat_autosomes	0.00510640997177	31690	31368	0.017979208003	0.284017514615658	0.284017514615658
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_cr_0205	cat_autosomes	0.00309700869759	27045	26878	0.0195127752157	0.158716977126767	0.158716977126767
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_ki_0090	cat_autosomes	0.00560917523189	32091	31733	0.0189076205425	0.296662143143917	0.296662143143917
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_ki_0091	cat_autosomes	0.00419913747446	26545	26323	0.0196257027009	0.213961127326536	0.213961127326536
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_vl_0112	cat_autosomes	0.000650215190265	32318	32276	0.018059054722	0.036004940473041	0.036004940473041
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_vl_0113	cat_autosomes	0.0004158004158	27669	27646	0.0189929032047	0.021892409565753	0.021892409565753
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_ya_0138	cat_autosomes	0.000775942012529	26440	26399	0.0189760498996	0.040890597180889	0.040890597180889
4	c_lp_sm_0186	c_lp_sm_0208	c_ll_ya_0146	cat_autosomes	-0.000362964950211	31672	31695	0.0178630414622	-0.02031932529402	0.02031932529402
4	c_lp_sm_0186	c_lp_sm_0213	a_ll_pv_0223	cat_autosomes	-0.00523560209424	24890	25152	0.022512943804	-0.232559639459934	0.232559639459934
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_ba_0227	cat_autosomes	-0.00603547723739	29726	30087	0.0222714661058	-0.270995955484862	0.270995955484862
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_ba_0229	cat_autosomes	-0.00136861313869	30646	30730	0.0223651315341	-0.061194057213716	0.061194057213716
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_ca_0241	cat_autosomes	-0.00298401535558	30906	31091	0.0220508809717	-0.135324087931438	0.135324087931438
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_ca_0242	cat_autosomes	-0.0042850186658	30673	30937	0.020631100398	-0.207697048782497	0.207697048782497
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_cr_0205	cat_autosomes	-0.00937547255406	26204	26700	0.0218755669529	-0.428581923122094	0.428581923122094
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_ki_0090	cat_autosomes	-0.00929048679605	31138	31722	0.0221378641279	-0.419665002114696	0.419665002114696
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_ki_0091	cat_autosomes	-0.00228354685141	25778	25896	0.0227095384784	-0.10055452485668	0.10055452485668
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_vl_0112	cat_autosomes	-0.00831846952788	31413	31940	0.0210976861769	-0.39428349905915	0.39428349905915
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_vl_0113	cat_autosomes	-0.00608856088561	26935	27265	0.0228751072645	-0.266165348000744	0.266165348000744
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_ya_0138	cat_autosomes	-0.0134267141309	25497	26191	0.0232511015921	-0.577465720396748	0.577465720396748
4	c_lp_sm_0186	c_lp_sm_0213	c_ll_ya_0146	cat_autosomes	-0.00711698137403	30971	31415	0.0201369112415	-0.353429644133439	0.353429644133439
4	c_lp_sm_0186	c_lp_sm_0226	a_ll_pv_0223	cat_autosomes	-0.00606631721538	25314	25623	0.022013110575	-0.275577465288774	0.275577465288774
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_ba_0227	cat_autosomes	-0.00583270878817	30510	30868	0.0218430132807	-0.267028578576366	0.267028578576366
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_ba_0229	cat_autosomes	-0.00267316239857	31526	31695	0.021857124011	-0.122301653100595	0.122301653100595
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_ca_0241	cat_autosomes	-0.00147798742138	31753	31847	0.0211326480672	-0.069938581131912	0.069938581131912
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_ca_0242	cat_autosomes	-0.00336340489737	31706	31920	0.0200244615256	-0.167964811092178	0.167964811092178
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_cr_0205	cat_autosomes	-0.00567541086647	26893	27200	0.0212548241214	-0.267017540773524	0.267017540773524
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_ki_0090	cat_autosomes	-0.00739288104465	31888	32363	0.0213278983941	-0.34662960728916	0.34662960728916
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_ki_0091	cat_autosomes	-0.0056957489344	26360	26662	0.0219938158022	-0.258970475411105	0.258970475411105
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_vl_0112	cat_autosomes	-0.00970784307702	32235	32867	0.0209760135892	-0.462806864409085	0.462806864409085
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_vl_0113	cat_autosomes	-0.00960566228514	27426	27958	0.0220101514049	-0.436419636940868	0.436419636940868
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_ya_0138	cat_autosomes	-0.0101874644954	26136	26674	0.0232153820337	-0.438823900490271	0.438823900490271
4	c_lp_sm_0186	c_lp_sm_0226	c_ll_ya_0146	cat_autosomes	-0.00923443550789	31597	32186	0.0194378275497	-0.475075493096065	0.475075493096065
4	c_lp_sm_0186	c_lp_sm_0276	a_ll_pv_0223	cat_autosomes	0.011611760681	25134	24557	0.0213804752059	0.543101150426989	0.543101150426989
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_ba_0227	cat_autosomes	0.00953109665829	30346	29773	0.0209833059674	0.454222831859654	0.454222831859654
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_ba_0229	cat_autosomes	0.0149365076791	31291	30370	0.0207711453761	0.719098894579327	0.719098894579327
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_ca_0241	cat_autosomes	0.0118324169641	31469	30733	0.020051126147	0.590112339693715	0.590112339693715
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_ca_0242	cat_autosomes	0.0103899869521	31362	30717	0.0201552099575	0.515498820106995	0.515498820106995
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_cr_0205	cat_autosomes	0.00941010968956	26549	26054	0.0208856581998	0.450553657420771	0.450553657420771
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_ki_0090	cat_autosomes	0.0105749323141	31727	31063	0.0199566621229	0.529894841581018	0.529894841581018
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_ki_0091	cat_autosomes	0.0102385107621	26049	25521	0.0212450350749	0.481924869787403	0.481924869787403
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_vl_0112	cat_autosomes	0.00498890480162	31929	31612	0.0199064044065	0.250618077466113	0.250618077466113
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_vl_0113	cat_autosomes	0.00887475501978	27283	26803	0.0211274985179	0.420057065073794	0.420057065073794
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_ya_0138	cat_autosomes	0.00446931716606	25846	25616	0.0216223322173	0.206699125753146	0.206699125753146
4	c_lp_sm_0186	c_lp_sm_0276	c_ll_ya_0146	cat_autosomes	0.0104001410189	31526	30877	0.0191951092911	0.54181202415566	0.54181202415566
4	c_lp_sm_0186	c_lp_sm_0298	a_ll_pv_0223	cat_autosomes	0.000788270534447	38088	38028	0.017285818279	0.045602153263675	0.045602153263675
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_ba_0227	cat_autosomes	-0.0041379906436	46087	46470	0.0172147310354	-0.24037498088647	0.24037498088647
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_ba_0229	cat_autosomes	0.000587937151546	49354	49296	0.0165615024651	0.035500230295226	0.035500230295226
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_ca_0241	cat_autosomes	0.00136545304137	50235	50098	0.0159262586538	0.085735957895184	0.085735957895184
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_ca_0242	cat_autosomes	-0.00365700125897	49858	50224	0.0157165493708	-0.23268474349493	0.23268474349493
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_cr_0205	cat_autosomes	-0.00130490382859	38267	38367	0.0179262529469	-0.072792893888941	0.072792893888941
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_ki_0090	cat_autosomes	0.00211599594516	50911	50696	0.0157956441821	0.133960724916676	0.133960724916676
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_ki_0091	cat_autosomes	0.00711862151553	37845	37310	0.0186775986452	0.381131517533676	0.381131517533676
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_vl_0112	cat_autosomes	-0.0011153798488	52390	52507	0.0154017948064	-0.072418822794375	0.072418822794375
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_vl_0113	cat_autosomes	-0.005969219266	39883	40362	0.0176038389729	-0.339086222907926	0.339086222907926
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_ya_0138	cat_autosomes	-0.00382649648123	37228	37514	0.0181340903872	-0.21101121696906	0.21101121696906
4	c_lp_sm_0186	c_lp_sm_0298	c_ll_ya_0146	cat_autosomes	0.00234375766134	51106	50867	0.0149206919286	0.157081030327252	0.157081030327252
4	c_lp_sm_0186	c_lp_sm_0320	a_ll_pv_0223	cat_autosomes	0.00688544084083	26249	25890	0.0211106244335	0.326159979896362	0.326159979896362
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_ba_0227	cat_autosomes	0.00671012879631	31656	31234	0.0206816250609	0.324448817563952	0.324448817563952
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_ba_0229	cat_autosomes	0.00962238715775	32579	31958	0.0205103812612	0.469147161879087	0.469147161879087
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_ca_0241	cat_autosomes	0.0100711902456	32846	32191	0.0201855489358	0.498930709173744	0.498930709173744
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_ca_0242	cat_autosomes	0.00730466944059	32682	32208	0.0204237695386	0.35765530093671	0.35765530093671
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_cr_0205	cat_autosomes	0.00878810892915	27894	27408	0.0213515813374	0.411590541715827	0.411590541715827
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_ki_0090	cat_autosomes	0.00686108955928	33092	32641	0.0203288816952	0.337504524948857	0.337504524948857
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_ki_0091	cat_autosomes	0.00562567082423	27171	26867	0.0216808768084	0.25947616758979	0.25947616758979
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_vl_0112	cat_autosomes	0.00515153340965	33365	33023	0.0200650758358	0.256741287788141	0.256741287788141
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_vl_0113	cat_autosomes	0.00759547458437	28455	28026	0.0214395055226	0.354274709198092	0.354274709198092
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_ya_0138	cat_autosomes	0.00617982741023	27109	26776	0.0215656447887	0.286558898228172	0.286558898228172
4	c_lp_sm_0186	c_lp_sm_0320	c_ll_ya_0146	cat_autosomes	0.00695729292497	32927	32472	0.0194568419655	0.357575650627494	0.357575650627494
4	c_lp_sm_0186	c_lp_sm_0325	a_ll_pv_0223	cat_autosomes	-0.00522039486596	25344	25610	0.0199567205902	-0.261585807265525	0.261585807265525
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_ba_0227	cat_autosomes	-0.000590900137877	30444	30480	0.019598151301	-0.030150810084156	0.030150810084156
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_ba_0229	cat_autosomes	-0.000989088124561	31311	31373	0.0197229748794	-0.050149033328338	0.050149033328338
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_ca_0241	cat_autosomes	0.00351722171171	31670	31448	0.019138578582	0.183776537878209	0.183776537878209
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_ca_0242	cat_autosomes	0.00128626554238	31527	31446	0.0181522564526	0.070859815458136	0.070859815458136
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_cr_0205	cat_autosomes	0.000760766704396	26967	26926	0.0192484807915	0.039523467469285	0.039523467469285
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_ki_0090	cat_autosomes	-0.00678779138123	31679	32112	0.0193492835598	-0.350803240866876	0.350803240866876
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_ki_0091	cat_autosomes	-0.00575917218981	26327	26632	0.0199855883903	-0.288166256471349	0.288166256471349
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_vl_0112	cat_autosomes	-0.00499634224166	31963	32284	0.0187436760964	-0.266561490710972	0.266561490710972
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_vl_0113	cat_autosomes	-0.00494108703915	27489	27762	0.0192367413458	-0.256856759173965	0.256856759173965
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_ya_0138	cat_autosomes	-0.0105367076111	26059	26614	0.0203355197845	-0.518143018853701	0.518143018853701
4	c_lp_sm_0186	c_lp_sm_0325	c_ll_ya_0146	cat_autosomes	-0.00406414416685	31612	31870	0.0177613611998	-0.22881940866648	0.22881940866648
4	c_lp_sm_0186	c_lp_sm_0359	a_ll_pv_0223	cat_autosomes	-0.0136433976461	34738	35699	0.0140294709321	-0.972481265482603	0.972481265482603
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_ba_0227	cat_autosomes	-0.0250781472009	41169	43287	0.0135584123614	-1.84963744518466	1.84963744518466
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_ba_0229	cat_autosomes	-0.0215248530376	44026	45963	0.0133233710659	-1.61557108415985	1.61557108415985
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_ca_0241	cat_autosomes	-0.0197231758249	44831	46635	0.0133047519366	-1.482415900641	1.482415900641
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_ca_0242	cat_autosomes	-0.0218925315568	44633	46631	0.01223766251	-1.78894715709888	1.78894715709888
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_cr_0205	cat_autosomes	-0.0181235775099	34944	36234	0.0145862455277	-1.24251147942645	1.24251147942645
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_ki_0090	cat_autosomes	-0.0171525283977	45296	46877	0.0128235656257	-1.33757871237655	1.33757871237655
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_ki_0091	cat_autosomes	-0.0198308419133	34129	35510	0.0148916663734	-1.33167379768342	1.33167379768342
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_vl_0112	cat_autosomes	-0.0179722152481	46937	48655	0.0122387153012	-1.46847236869198	1.46847236869198
4	c_lp_sm_0186	c_lp_sm_0359	c_ll_vl_0113	cat_autosomes	-0.0222174083752	36110	37751	0.0140134024986	-1.58543996559148	1.58543996559148
